연도,대상사고 구분명,법정동코드,사고건수,사고건수 구성비,사망자수,사망자수 구성비,치사율,부상자수,부상자수 구성비
2013,어린이보행사고,1712,2,0.04,0,0,0,2,0.04
2013,고령운전사고,1712,24,0.14,3,0.41,12.5,51,0.2
2013,고령보행사고,1712,3,0.03,0,0,0,3,0.03
2013,뺑소니사고,1712,4,0.04,1,0.46,25,4,0.03
2013,무면허사고,1712,5,0.07,2,0.72,40,5,0.05
2013,전체,1713,93,0.04,10,0.2,10.75,220,0.07
2013,어린이사고,1713,10,0.09,0,0,0,11,0.08
2013,노인사고,1713,19,0.06,3,0.16,15.79,24,0.07
2013,보행자사고,1713,20,0.04,0,0,0,22,0.04
2013,야간사고,1713,30,0.03,6,0.22,20,101,0.07
2013,어린이보행사고,1713,5,0.1,0,0,0,5,0.1
2013,고령운전사고,1713,17,0.1,3,0.41,17.65,24,0.09
2013,고령보행사고,1713,2,0.02,0,0,0,2,0.02
2013,뺑소니사고,1713,2,0.02,0,0,0,4,0.03
2013,전체,1714,80,0.04,10,0.2,12.5,138,0.04
2013,어린이사고,1714,6,0.05,0,0,0,6,0.04
2013,노인사고,1714,27,0.09,6,0.33,22.22,26,0.08
2013,보행자사고,1714,18,0.04,3,0.15,16.67,15,0.03
2013,야간사고,1714,20,0.02,3,0.11,15,30,0.02
2013,어린이보행사고,1714,3,0.06,0,0,0,3,0.06
2013,고령운전사고,1714,7,0.04,0,0,0,7,0.03
2013,고령보행사고,1714,9,0.09,3,0.32,33.33,6,0.06
2013,뺑소니사고,1714,1,0.01,0,0,0,1,0.01
2013,무면허사고,1714,3,0.04,0,0,0,3,0.03
2013,전체,1715,107,0.05,7,0.14,6.54,160,0.05
2013,어린이사고,1715,4,0.03,0,0,0,5,0.03
2013,노인사고,1715,41,0.14,1,0.05,2.44,50,0.16
2013,보행자사고,1715,12,0.02,0,0,0,14,0.03
2013,자전거사고,1715,2,0.05,0,0,0,2,0.04
2013,야간사고,1715,23,0.02,2,0.07,8.7,29,0.02
2013,스쿨존내어린이사고,1715,1,0.23,0,0,0,1,0.23
2013,고령운전사고,1715,19,0.11,1,0.14,5.26,27,0.1
2013,고령보행사고,1715,9,0.09,0,0,0,10,0.11
2013,뺑소니사고,1715,3,0.03,0,0,0,3,0.02
2013,무면허사고,1715,2,0.03,0,0,0,6,0.06
2013,전체,1717,137,0.06,14,0.27,10.22,213,0.06
2013,어린이사고,1717,6,0.05,1,1.22,16.67,9,0.06
2013,노인사고,1717,58,0.19,6,0.33,10.34,62,0.19
2013,보행자사고,1717,23,0.05,5,0.25,21.74,19,0.04
2013,자전거사고,1717,1,0.02,0,0,0,1,0.02
2013,야간사고,1717,36,0.04,4,0.15,11.11,46,0.03
2013,어린이보행사고,1717,2,0.04,1,1.75,50,1,0.02
2013,고령운전사고,1717,31,0.18,3,0.41,9.68,36,0.14
2013,고령보행사고,1717,11,0.11,3,0.32,27.27,8,0.08
2013,뺑소니사고,1717,3,0.03,0,0,0,5,0.03
2013,무면허사고,1717,5,0.07,1,0.36,20,5,0.05
2013,전체,1719,192,0.09,18,0.35,9.38,388,0.12
2013,어린이사고,1719,13,0.11,0,0,0,18,0.12
2013,노인사고,1719,57,0.19,6,0.33,10.53,92,0.29
2013,보행자사고,1719,25,0.05,4,0.2,16,23,0.05
2013,야간사고,1719,62,0.06,5,0.19,8.06,127,0.08
2013,어린이보행사고,1719,2,0.04,0,0,0,2,0.04
2013,고령운전사고,1719,21,0.12,3,0.41,14.29,50,0.19
2013,고령보행사고,1719,6,0.06,3,0.32,50,3,0.03
2013,뺑소니사고,1719,9,0.09,1,0.46,11.11,31,0.2
2013,무면허사고,1719,9,0.13,1,0.36,11.11,11,0.11
2013,전체,1720,416,0.19,16,0.31,3.85,768,0.23
2013,어린이사고,1720,30,0.26,0,0,0,44,0.3
2013,노인사고,1720,133,0.44,6,0.33,4.51,156,0.48
2013,보행자사고,1720,53,0.11,3,0.15,5.66,54,0.11
2013,자전거사고,1720,4,0.09,0,0,0,4,0.09
2013,야간사고,1720,133,0.13,9,0.33,6.77,236,0.15
2013,어린이보행사고,1720,7,0.14,0,0,0,7,0.14
2013,고령운전사고,1720,72,0.41,4,0.54,5.56,119,0.46
2013,고령보행사고,1720,20,0.2,2,0.21,10,18,0.19
2013,뺑소니사고,1720,17,0.18,2,0.91,11.76,24,0.16
2013,무면허사고,1720,16,0.23,1,0.36,6.25,32,0.32
2013,전체,1723,1889,0.88,56,1.1,2.96,2866,0.87
2013,어린이사고,1723,127,1.08,0,0,0,173,1.2
2013,노인사고,1723,301,0.99,26,1.42,8.64,315,0.98
2013,보행자사고,1723,375,0.75,21,1.06,5.6,359,0.71
2013,자전거사고,1723,18,0.42,1,0.99,5.56,18,0.4
2013,야간사고,1723,745,0.74,28,1.04,3.76,1139,0.74
2013,어린이보행사고,1723,51,1.04,0,0,0,51,1.03
2013,스쿨존내어린이사고,1723,7,1.64,0,0,0,8,1.83
2013,고령운전사고,1723,182,1.03,3,0.41,1.65,293,1.14
2013,고령보행사고,1723,97,0.95,14,1.47,14.43,83,0.88
2013,뺑소니사고,1723,95,0.99,4,1.83,4.21,124,0.81
2013,무면허사고,1723,42,0.61,0,0,0,56,0.55
2013,전체,1800,10077,4.68,460,9.03,4.56,16808,5.11
2013,어린이사고,1800,675,5.76,14,17.07,2.07,872,6.04
2013,노인사고,1800,2369,7.82,221,12.06,9.33,2654,8.25
2013,보행자사고,1800,1893,3.78,154,7.77,8.14,1847,3.66
2013,자전거사고,1800,140,3.29,4,3.96,2.86,147,3.29
2013,야간사고,1800,3976,3.96,230,8.51,5.78,6368,4.15
2013,어린이보행사고,1800,242,4.94,8,14.04,3.31,240,4.83
2013,스쿨존내어린이사고,1800,22,5.15,0,0,0,24,5.48
2013,고령운전사고,1800,1309,7.44,98,13.3,7.49,2014,7.83
2013,고령보행사고,1800,580,5.66,87,9.15,15,505,5.36
2013,뺑소니사고,1800,359,3.74,20,9.13,5.57,613,4.02
2013,무면허사고,1800,514,7.5,30,10.83,5.84,725,7.15
2013,전체,1802,1399,0.65,27,0.53,1.93,2278,0.69
2013,어린이사고,1802,99,0.84,1,1.22,1.01,122,0.85
2013,노인사고,1802,204,0.67,14,0.76,6.86,208,0.65
2013,보행자사고,1802,354,0.71,21,1.06,5.93,348,0.69
2013,자전거사고,1802,24,0.56,0,0,0,24,0.54
2013,야간사고,1802,684,0.68,15,0.56,2.19,1124,0.73
2013,어린이보행사고,1802,38,0.78,1,1.75,2.63,38,0.77
2013,스쿨존내어린이사고,1802,3,0.7,0,0,0,3,0.68
2013,고령운전사고,1802,104,0.59,0,0,0,166,0.65
2013,고령보행사고,1802,93,0.91,13,1.37,13.98,81,0.86
2013,뺑소니사고,1802,49,0.51,2,0.91,4.08,84,0.55
2013,무면허사고,1802,47,0.69,1,0.36,2.13,66,0.65
2013,전체,1803,1262,0.59,45,0.88,3.57,1854,0.56
2013,어린이사고,1803,79,0.67,1,1.22,1.27,98,0.68
2013,노인사고,1803,206,0.68,22,1.2,10.68,209,0.65
2013,보행자사고,1803,343,0.69,24,1.21,7,333,0.66
2013,자전거사고,1803,16,0.38,1,0.99,6.25,16,0.36
2013,야간사고,1803,586,0.58,24,0.89,4.1,859,0.56
2013,어린이보행사고,1803,34,0.69,1,1.75,2.94,33,0.66
2013,스쿨존내어린이사고,1803,2,0.47,0,0,0,2,0.46
2013,고령운전사고,1803,93,0.53,5,0.68,5.38,111,0.43
2013,고령보행사고,1803,107,1.04,16,1.68,14.95,92,0.98
2013,뺑소니사고,1803,53,0.55,3,1.37,5.66,83,0.54
2013,무면허사고,1803,53,0.77,2,0.72,3.77,72,0.71
2013,전체,1804,1534,0.71,39,0.77,2.54,2404,0.73
2013,어린이사고,1804,108,0.92,0,0,0,125,0.87
2013,노인사고,1804,262,0.87,17,0.93,6.49,267,0.83
2013,보행자사고,1804,327,0.65,19,0.96,5.81,323,0.64
2013,자전거사고,1804,28,0.66,1,0.99,3.57,30,0.67
2013,야간사고,1804,683,0.68,22,0.81,3.22,1039,0.68
2013,어린이보행사고,1804,51,1.04,0,0,0,53,1.07
2013,스쿨존내어린이사고,1804,5,1.17,0,0,0,5,1.14
2013,고령운전사고,1804,138,0.78,6,0.81,4.35,199,0.77
2013,고령보행사고,1804,71,0.69,8,0.84,11.27,63,0.67
2013,뺑소니사고,1804,87,0.91,4,1.83,4.6,152,1
2013,무면허사고,1804,70,1.02,3,1.08,4.29,103,1.02
2013,전체,1806,697,0.32,42,0.82,6.03,1229,0.37
2013,어린이사고,1806,37,0.32,1,1.22,2.7,50,0.35
2013,노인사고,1806,193,0.64,22,1.2,11.4,249,0.77
2013,보행자사고,1806,89,0.18,17,0.86,19.1,75,0.15
2013,자전거사고,1806,16,0.38,1,0.99,6.25,15,0.34
2013,야간사고,1806,232,0.23,20,0.74,8.62,396,0.26
2013,어린이보행사고,1806,10,0.2,1,1.75,10,9,0.18
2013,스쿨존내어린이사고,1806,1,0.23,0,0,0,1,0.23
2013,고령운전사고,1806,115,0.65,14,1.9,12.17,207,0.8
2013,고령보행사고,1806,28,0.27,10,1.05,35.71,18,0.19
2013,뺑소니사고,1806,28,0.29,2,0.91,7.14,44,0.29
2013,무면허사고,1806,38,0.55,2,0.72,5.26,56,0.55
2013,전체,1808,886,0.41,29,0.57,3.27,1518,0.46
2013,어린이사고,1808,58,0.49,2,2.44,3.45,74,0.51
2013,노인사고,1808,131,0.43,9,0.49,6.87,151,0.47
2013,보행자사고,1808,129,0.26,7,0.35,5.43,127,0.25
2013,자전거사고,1808,8,0.19,0,0,0,10,0.22
2013,야간사고,1808,409,0.41,17,0.63,4.16,649,0.42
2013,어린이보행사고,1808,22,0.45,2,3.51,9.09,20,0.4
2013,스쿨존내어린이사고,1808,1,0.23,0,0,0,1,0.23
2013,고령운전사고,1808,59,0.34,1,0.14,1.69,91,0.35
2013,고령보행사고,1808,24,0.23,3,0.32,12.5,21,0.22
2013,뺑소니사고,1808,27,0.28,1,0.46,3.7,47,0.31
2013,무면허사고,1808,39,0.57,0,0,0,56,0.55
2013,전체,1812,294,0.14,12,0.24,4.08,558,0.17
2013,어린이사고,1812,18,0.15,0,0,0,28,0.19
2013,노인사고,1812,87,0.29,7,0.38,8.05,101,0.31
2013,보행자사고,1812,46,0.09,4,0.2,8.7,48,0.1
2013,자전거사고,1812,4,0.09,0,0,0,4,0.09
2013,야간사고,1812,108,0.11,6,0.22,5.56,198,0.13
2013,어린이보행사고,1812,4,0.08,0,0,0,7,0.14
2013,스쿨존내어린이사고,1812,2,0.47,0,0,0,4,0.91
2013,고령운전사고,1812,49,0.28,1,0.14,2.04,73,0.28
2013,고령보행사고,1812,17,0.17,2,0.21,11.76,15,0.16
2013,뺑소니사고,1812,8,0.08,0,0,0,13,0.09
2013,무면허사고,1812,10,0.15,0,0,0,16,0.16
2013,전체,1813,142,0.07,10,0.2,7.04,233,0.07
2013,어린이사고,1813,13,0.11,0,0,0,19,0.13
2013,노인사고,1813,54,0.18,7,0.38,12.96,51,0.16
2013,보행자사고,1813,20,0.04,3,0.15,15,18,0.04
2013,자전거사고,1813,1,0.02,0,0,0,1,0.02
2013,야간사고,1813,36,0.04,4,0.15,11.11,66,0.04
2013,어린이보행사고,1813,1,0.02,0,0,0,1,0.02
2013,고령운전사고,1813,28,0.16,3,0.41,10.71,36,0.14
2013,고령보행사고,1813,10,0.1,3,0.32,30,8,0.08
2013,뺑소니사고,1813,4,0.04,0,0,0,8,0.05
2013,무면허사고,1813,12,0.18,1,0.36,8.33,13,0.13
2013,전체,1814,133,0.06,5,0.1,3.76,237,0.07
2013,어린이사고,1814,10,0.09,0,0,0,15,0.1
2013,노인사고,1814,45,0.15,3,0.16,6.67,50,0.16
2013,보행자사고,1814,27,0.05,1,0.05,3.7,35,0.07
2013,야간사고,1814,35,0.03,1,0.04,2.86,55,0.04
2013,어린이보행사고,1814,4,0.08,0,0,0,4,0.08
2013,고령운전사고,1814,27,0.15,1,0.14,3.7,42,0.16
2013,고령보행사고,1814,14,0.14,1,0.11,7.14,13,0.14
2013,뺑소니사고,1814,4,0.04,0,0,0,8,0.05
2013,무면허사고,1814,5,0.07,0,0,0,5,0.05
2013,전체,1818,276,0.13,21,0.41,7.61,370,0.11
2013,어린이사고,1818,21,0.18,1,1.22,4.76,22,0.15
2013,노인사고,1818,102,0.34,13,0.71,12.75,111,0.34
2013,보행자사고,1818,52,0.1,7,0.35,13.46,48,0.1
2013,자전거사고,1818,1,0.02,0,0,0,1,0.02
2013,야간사고,1818,87,0.09,10,0.37,11.49,117,0.08
2013,어린이보행사고,1818,12,0.25,1,1.75,8.33,11,0.22
2013,스쿨존내어린이사고,1818,4,0.94,0,0,0,4,0.91
2013,고령운전사고,1818,52,0.3,3,0.41,5.77,79,0.31
2013,고령보행사고,1818,22,0.21,5,0.53,22.73,19,0.2
2013,뺑소니사고,1818,9,0.09,1,0.46,11.11,11,0.07
2013,무면허사고,1818,21,0.31,0,0,0,31,0.31
2013,전체,1819,214,0.1,25,0.49,11.68,349,0.11
2013,어린이사고,1819,14,0.12,1,1.22,7.14,18,0.12
2013,노인사고,1819,92,0.3,14,0.76,15.22,97,0.3
2013,보행자사고,1819,35,0.07,7,0.35,20,29,0.06
2013,자전거사고,1819,4,0.09,0,0,0,5,0.11
2013,야간사고,1819,67,0.07,14,0.52,20.9,92,0.06
2013,어린이보행사고,1819,4,0.08,0,0,0,4,0.08
2013,스쿨존내어린이사고,1819,2,0.47,0,0,0,2,0.46
2013,고령운전사고,1819,53,0.3,10,1.36,18.87,78,0.3
2013,고령보행사고,1819,14,0.14,5,0.53,35.71,9,0.1
2013,뺑소니사고,1819,6,0.06,1,0.46,16.67,5,0.03
2013,무면허사고,1819,12,0.18,4,1.44,33.33,11,0.11
2013,전체,1820,353,0.16,27,0.53,7.65,696,0.21
2013,어린이사고,1820,33,0.28,3,3.66,9.09,42,0.29
2013,노인사고,1820,108,0.36,8,0.44,7.41,121,0.38
2013,보행자사고,1820,60,0.12,5,0.25,8.33,57,0.11
2013,자전거사고,1820,3,0.07,0,0,0,4,0.09
2013,야간사고,1820,119,0.12,19,0.7,15.97,210,0.14
2013,어린이보행사고,1820,8,0.16,0,0,0,8,0.16
2013,고령운전사고,1820,53,0.3,5,0.68,9.43,84,0.33
2013,고령보행사고,1820,25,0.24,2,0.21,8,23,0.24
2013,뺑소니사고,1820,11,0.11,0,0,0,24,0.16
2013,무면허사고,1820,15,0.22,1,0.36,6.67,27,0.27
2013,전체,1821,254,0.12,10,0.2,3.94,427,0.13
2013,어린이사고,1821,12,0.1,0,0,0,15,0.1
2013,노인사고,1821,84,0.28,5,0.27,5.95,102,0.32
2013,보행자사고,1821,54,0.11,1,0.05,1.85,57,0.11
2013,자전거사고,1821,4,0.09,0,0,0,4,0.09
2013,야간사고,1821,68,0.07,2,0.07,2.94,107,0.07
2013,어린이보행사고,1821,8,0.16,0,0,0,8,0.16
2013,고령운전사고,1821,50,0.28,1,0.14,2,81,0.31
2013,고령보행사고,1821,16,0.16,1,0.11,6.25,15,0.16
2013,뺑소니사고,1821,11,0.11,0,0,0,18,0.12
2013,무면허사고,1821,20,0.29,1,0.36,5,32,0.32
2013,전체,1822,224,0.1,17,0.33,7.59,369,0.11
2013,어린이사고,1822,22,0.19,1,1.22,4.55,25,0.17
2013,노인사고,1822,77,0.25,12,0.65,15.58,81,0.25
2013,보행자사고,1822,42,0.08,7,0.35,16.67,37,0.07
2013,자전거사고,1822,5,0.12,0,0,0,5,0.11
2013,야간사고,1822,56,0.06,8,0.3,14.29,76,0.05
2013,어린이보행사고,1822,7,0.14,0,0,0,7,0.14
2013,스쿨존내어린이사고,1822,1,0.23,0,0,0,1,0.23
2013,고령운전사고,1822,49,0.28,4,0.54,8.16,66,0.26
2013,고령보행사고,1822,15,0.15,5,0.53,33.33,10,0.11
2013,뺑소니사고,1822,4,0.04,0,0,0,6,0.04
2013,무면허사고,1822,13,0.19,3,1.08,23.08,12,0.12
2013,전체,1823,403,0.19,20,0.39,4.96,785,0.24
2013,어린이사고,1823,31,0.26,0,0,0,47,0.33
2013,노인사고,1823,129,0.43,9,0.49,6.98,155,0.48
2013,보행자사고,1823,45,0.09,3,0.15,6.67,49,0.1
2013,자전거사고,1823,3,0.07,0,0,0,3,0.07
2013,야간사고,1823,126,0.13,9,0.33,7.14,217,0.14
2013,어린이보행사고,1823,6,0.12,0,0,0,6,0.12
2013,고령운전사고,1823,84,0.48,6,0.81,7.14,146,0.57
2013,고령보행사고,1823,15,0.15,0,0,0,15,0.16
2013,뺑소니사고,1823,13,0.14,1,0.46,7.69,27,0.18
2013,무면허사고,1823,30,0.44,0,0,0,58,0.57
2013,전체,1824,512,0.24,29,0.57,5.66,968,0.29
2013,어린이사고,1824,29,0.25,2,2.44,6.9,32,0.22
2013,노인사고,1824,116,0.38,9,0.49,7.76,130,0.4
2013,보행자사고,1824,36,0.07,7,0.35,19.44,33,0.07
2013,자전거사고,1824,10,0.24,0,0,0,11,0.25
2013,야간사고,1824,197,0.2,18,0.67,9.14,349,0.23
2013,어린이보행사고,1824,8,0.16,1,1.75,12.5,7,0.14
2013,고령운전사고,1824,77,0.44,7,0.95,9.09,125,0.49
2013,고령보행사고,1824,13,0.13,3,0.32,23.08,11,0.12
2013,뺑소니사고,1824,12,0.12,2,0.91,16.67,18,0.12
2013,무면허사고,1824,41,0.6,8,2.89,19.51,58,0.57
2013,전체,1825,410,0.19,21,0.41,5.12,781,0.24
2013,어린이사고,1825,29,0.25,0,0,0,54,0.37
2013,노인사고,1825,99,0.33,9,0.49,9.09,128,0.4
2013,보행자사고,1825,50,0.1,3,0.15,6,47,0.09
2013,자전거사고,1825,3,0.07,1,0.99,33.33,2,0.04
2013,야간사고,1825,146,0.15,10,0.37,6.85,269,0.18
2013,어린이보행사고,1825,7,0.14,0,0,0,7,0.14
2013,고령운전사고,1825,65,0.37,7,0.95,10.77,116,0.45
2013,고령보행사고,1825,18,0.18,2,0.21,11.11,16,0.17
2013,뺑소니사고,1825,6,0.06,1,0.46,16.67,9,0.06
2013,무면허사고,1825,18,0.26,0,0,0,31,0.31
2013,전체,1827,186,0.09,9,0.18,4.84,341,0.1
2013,어린이사고,1827,10,0.09,0,0,0,12,0.08
2013,노인사고,1827,71,0.23,5,0.27,7.04,90,0.28
2013,보행자사고,1827,27,0.05,1,0.05,3.7,27,0.05
2013,자전거사고,1827,2,0.05,0,0,0,2,0.04
2013,야간사고,1827,51,0.05,3,0.11,5.88,115,0.07
2013,어린이보행사고,1827,5,0.1,0,0,0,5,0.1
2013,고령운전사고,1827,37,0.21,3,0.41,8.11,60,0.23
2013,고령보행사고,1827,13,0.13,0,0,0,13,0.14
2013,뺑소니사고,1827,6,0.06,0,0,0,30,0.2
2013,무면허사고,1827,9,0.13,0,0,0,11,0.11
2013,전체,1828,267,0.12,24,0.47,8.99,410,0.12
2013,어린이사고,1828,19,0.16,1,1.22,5.26,29,0.2
2013,노인사고,1828,89,0.29,15,0.82,16.85,94,0.29
2013,보행자사고,1828,56,0.11,8,0.4,14.29,53,0.11
2013,자전거사고,1828,2,0.05,0,0,0,2,0.04
2013,야간사고,1828,93,0.09,6,0.22,6.45,142,0.09
2013,어린이보행사고,1828,7,0.14,1,1.75,14.29,6,0.12
2013,고령운전사고,1828,56,0.32,9,1.22,16.07,75,0.29
2013,고령보행사고,1828,19,0.19,4,0.42,21.05,15,0.16
2013,뺑소니사고,1828,8,0.08,0,0,0,11,0.07
2013,무면허사고,1828,12,0.18,0,0,0,15,0.15
2013,전체,1829,236,0.11,10,0.2,4.24,390,0.12
2013,어린이사고,1829,12,0.1,0,0,0,16,0.11
2013,노인사고,1829,77,0.25,4,0.22,5.19,86,0.27
2013,보행자사고,1829,24,0.05,2,0.1,8.33,27,0.05
2013,자전거사고,1829,2,0.05,0,0,0,3,0.07
2013,야간사고,1829,68,0.07,5,0.19,7.35,105,0.07
2013,어린이보행사고,1829,3,0.06,0,0,0,3,0.06
2013,스쿨존내어린이사고,1829,1,0.23,0,0,0,1,0.23
2013,고령운전사고,1829,35,0.2,1,0.14,2.86,63,0.24
2013,고령보행사고,1829,11,0.11,1,0.11,9.09,13,0.14
2013,뺑소니사고,1829,6,0.06,0,0,0,10,0.07
2013,무면허사고,1829,17,0.25,0,0,0,20,0.2
2013,전체,1830,177,0.08,10,0.2,5.65,290,0.09
2013,어린이사고,1830,11,0.09,0,0,0,18,0.12
2013,노인사고,1830,50,0.17,5,0.27,10,70,0.22
2013,보행자사고,1830,30,0.06,3,0.15,10,32,0.06
2013,자전거사고,1830,1,0.02,0,0,0,1,0.02
2013,야간사고,1830,55,0.05,3,0.11,5.45,95,0.06
2013,고령운전사고,1830,28,0.16,4,0.54,14.29,40,0.16
2013,고령보행사고,1830,11,0.11,1,0.11,9.09,13,0.14
2013,뺑소니사고,1830,2,0.02,1,0.46,50,1,0.01
2013,무면허사고,1830,12,0.18,1,0.36,8.33,12,0.12
2013,전체,1831,128,0.06,12,0.24,9.38,191,0.06
2013,어린이사고,1831,6,0.05,0,0,0,7,0.05
2013,노인사고,1831,45,0.15,4,0.22,8.89,49,0.15
2013,보행자사고,1831,31,0.06,2,0.1,6.45,30,0.06
2013,자전거사고,1831,1,0.02,0,0,0,2,0.04
2013,야간사고,1831,39,0.04,6,0.22,15.38,56,0.04
2013,어린이보행사고,1831,2,0.04,0,0,0,2,0.04
2013,고령운전사고,1831,27,0.15,2,0.27,7.41,40,0.16
2013,고령보행사고,1831,14,0.14,0,0,0,14,0.15
2013,뺑소니사고,1831,4,0.04,1,0.46,25,3,0.02
2013,무면허사고,1831,10,0.15,1,0.36,10,10,0.1
2013,전체,1832,90,0.04,16,0.31,17.78,130,0.04
2013,어린이사고,1832,4,0.03,0,0,0,4,0.03
2013,노인사고,1832,48,0.16,8,0.44,16.67,54,0.17
2013,보행자사고,1832,16,0.03,2,0.1,12.5,14,0.03
2013,자전거사고,1832,2,0.05,0,0,0,2,0.04
2013,야간사고,1832,31,0.03,8,0.3,25.81,32,0.02
2013,어린이보행사고,1832,1,0.02,0,0,0,1,0.02
2013,고령운전사고,1832,30,0.17,5,0.68,16.67,36,0.14
2013,고령보행사고,1832,10,0.1,2,0.21,20,8,0.08
2013,뺑소니사고,1832,1,0.01,0,0,0,1,0.01
2013,무면허사고,1832,10,0.15,2,0.72,20,10,0.1
2013,전체,1900,15269,7.09,534,10.49,3.5,23319,7.09
2013,어린이사고,1900,795,6.78,6,7.32,0.75,965,6.68
2013,노인사고,1900,2908,9.6,205,11.18,7.05,3158,9.81
2013,보행자사고,1900,2821,5.64,153,7.72,5.42,2837,5.62
2013,자전거사고,1900,185,4.35,6,5.94,3.24,189,4.23
2013,야간사고,1900,6276,6.26,283,10.47,4.51,9407,6.13
2013,어린이보행사고,1900,292,5.96,5,8.77,1.71,295,5.94
2013,스쿨존내어린이사고,1900,19,4.45,0,0,0,19,4.34
2013,고령운전사고,1900,1609,9.15,101,13.7,6.28,2385,9.27
2013,고령보행사고,1900,712,6.95,82,8.62,11.52,640,6.8
2013,뺑소니사고,1900,581,6.05,22,10.05,3.79,894,5.86
2013,무면허사고,1900,651,9.5,36,13,5.53,930,9.17
2013,전체,1902,2876,1.34,51,1,1.77,4246,1.29
2013,어린이사고,1902,138,1.18,1,1.22,0.72,165,1.14
2013,노인사고,1902,354,1.17,12,0.65,3.39,366,1.14
2013,보행자사고,1902,596,1.19,18,0.91,3.02,611,1.21
2013,자전거사고,1902,30,0.71,0,0,0,31,0.69
2013,야간사고,1902,1297,1.29,32,1.18,2.47,1919,1.25
2013,어린이보행사고,1902,58,1.18,0,0,0,59,1.19
2013,스쿨존내어린이사고,1902,5,1.17,0,0,0,5,1.14
2013,고령운전사고,1902,190,1.08,8,1.09,4.21,287,1.12
2013,고령보행사고,1902,100,0.98,4,0.42,4,96,1.02
2013,뺑소니사고,1902,78,0.81,3,1.37,3.85,120,0.79
2013,무면허사고,1902,119,1.74,3,1.08,2.52,181,1.78
2013,전체,1903,2174,1.01,82,1.61,3.77,3458,1.05
2013,어린이사고,1903,126,1.07,0,0,0,162,1.12
2013,노인사고,1903,405,1.34,28,1.53,6.91,432,1.34
2013,보행자사고,1903,371,0.74,24,1.21,6.47,360,0.71
2013,자전거사고,1903,26,0.61,0,0,0,26,0.58
2013,야간사고,1903,836,0.83,46,1.7,5.5,1292,0.84
2013,어린이보행사고,1903,31,0.63,0,0,0,32,0.64
2013,스쿨존내어린이사고,1903,1,0.23,0,0,0,1,0.23
2013,고령운전사고,1903,216,1.23,10,1.36,4.63,350,1.36
2013,고령보행사고,1903,98,0.96,13,1.37,13.27,87,0.92
2013,뺑소니사고,1903,67,0.7,4,1.83,5.97,103,0.68
2013,무면허사고,1903,78,1.14,7,2.53,8.97,104,1.03
2013,전체,1904,626,0.29,32,0.63,5.11,872,0.27
2013,어린이사고,1904,31,0.26,0,0,0,36,0.25
2013,노인사고,1904,135,0.45,16,0.87,11.85,133,0.41
2013,보행자사고,1904,129,0.26,10,0.5,7.75,135,0.27
2013,자전거사고,1904,7,0.16,1,0.99,14.29,6,0.13
2013,야간사고,1904,249,0.25,16,0.59,6.43,328,0.21
2013,어린이보행사고,1904,12,0.25,0,0,0,12,0.24
2013,고령운전사고,1904,74,0.42,7,0.95,9.46,109,0.42
2013,고령보행사고,1904,38,0.37,7,0.74,18.42,32,0.34
2013,뺑소니사고,1904,36,0.37,2,0.91,5.56,50,0.33
2013,무면허사고,1904,16,0.23,0,0,0,28,0.28
2013,전체,1905,1164,0.54,21,0.41,1.8,1832,0.56
2013,어린이사고,1905,64,0.55,1,1.22,1.56,83,0.57
2013,노인사고,1905,252,0.83,10,0.55,3.97,289,0.9
2013,보행자사고,1905,237,0.47,9,0.45,3.8,250,0.5
2013,자전거사고,1905,20,0.47,1,0.99,5,20,0.45
2013,야간사고,1905,483,0.48,8,0.3,1.66,758,0.49
2013,어린이보행사고,1905,26,0.53,1,1.75,3.85,25,0.5
2013,스쿨존내어린이사고,1905,1,0.23,0,0,0,1,0.23
2013,고령운전사고,1905,139,0.79,3,0.41,2.16,209,0.81
2013,고령보행사고,1905,80,0.78,6,0.63,7.5,77,0.82
2013,뺑소니사고,1905,34,0.35,2,0.91,5.88,62,0.41
2013,무면허사고,1905,38,0.55,1,0.36,2.63,64,0.63
2013,전체,1906,2122,0.99,51,1,2.4,3292,1
2013,어린이사고,1906,121,1.03,0,0,0,148,1.03
2013,노인사고,1906,181,0.6,14,0.76,7.73,203,0.63
2013,보행자사고,1906,350,0.7,12,0.61,3.43,363,0.72
2013,자전거사고,1906,22,0.52,1,0.99,4.55,22,0.49
2013,야간사고,1906,1101,1.1,32,1.18,2.91,1710,1.11
2013,어린이보행사고,1906,53,1.08,0,0,0,57,1.15
2013,스쿨존내어린이사고,1906,3,0.7,0,0,0,3,0.68
2013,고령운전사고,1906,101,0.57,6,0.81,5.94,143,0.56
2013,고령보행사고,1906,41,0.4,7,0.74,17.07,34,0.36
2013,뺑소니사고,1906,180,1.87,1,0.46,0.56,285,1.87
2013,무면허사고,1906,78,1.14,1,0.36,1.28,128,1.26
2013,전체,1907,653,0.3,18,0.35,2.76,1006,0.31
2013,어린이사고,1907,32,0.27,0,0,0,41,0.28
2013,노인사고,1907,175,0.58,8,0.44,4.57,195,0.61
2013,보행자사고,1907,157,0.31,6,0.3,3.82,158,0.31
2013,자전거사고,1907,6,0.14,0,0,0,7,0.16
2013,야간사고,1907,247,0.25,9,0.33,3.64,363,0.24
2013,어린이보행사고,1907,9,0.18,0,0,0,9,0.18
2013,고령운전사고,1907,82,0.47,3,0.41,3.66,123,0.48
